status_id,status_message,link_name,status_type,status_link,permalink_url,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
171955186207193_1039187006150669,"b'Dear Customers,\nThe P.U.C has advised that there is currently a \npower cut affecting the areas of Les Mamelles & Le Rocher. Power will resume at 3.30pm.'",,status,,b'https://www.facebook.com/Intelvision/posts/1039187006150669',2016-08-26 01:29:04,1,0,0,1,0,0,0,0,0
171955186207193_1037683769634326,,b'Timeline Photos',photo,b'https://www.facebook.com/Intelvision/photos/a.195551917180853.43188.171955186207193/1037683769634326/?type=3',b'https://www.facebook.com/Intelvision/posts/1037683769634326:0',2016-08-24 06:54:48,96,5,0,95,1,0,0,0,0
171955186207193_1037614776307892,"b'Hello Seychelles,\nwe would like to invite anyone who wants to take part in our Future advertising campaign to send us your photos and contact details so we can make the necessary casting arrangement.PLEASE INBOX US.'",,status,,b'https://www.facebook.com/Intelvision/posts/1037614776307892',2016-08-24 04:06:23,96,0,0,96,0,0,0,0,0
171955186207193_1037406372995399,"b'Dear Customers,\nThe P.U.C has advised that there is currently a \npower cut affecting the areas of Morne Blanc,Foret Noire,Sans Souci Hermitage.Power will resume at 3.30pm. Please note that there is also a PUC breakdown affecting areas of Beau-Vallon, Pascal Village & Le Niole.'",,status,,b'https://www.facebook.com/Intelvision/posts/1037406372995399',2016-08-24 00:27:30,2,0,0,2,0,0,0,0,0
171955186207193_1035960116473358,,b'Timeline Photos',photo,b'https://www.facebook.com/Intelvision/photos/a.195551917180853.43188.171955186207193/1035960116473358/?type=3',b'https://www.facebook.com/Intelvision/posts/1035960116473358:0',2016-08-22 02:47:23,338,1,2,337,1,0,0,0,0
171955186207193_1032980486771321,,b'Timeline Photos',photo,b'https://www.facebook.com/Intelvision/photos/a.195551917180853.43188.171955186207193/1032980486771321/?type=3',b'https://www.facebook.com/Intelvision/posts/1032980486771321:0',2016-08-18 03:52:56,89,3,2,88,1,0,0,0,0
171955186207193_1032979420104761,,b'Timeline Photos',photo,b'https://www.facebook.com/Intelvision/photos/a.195551917180853.43188.171955186207193/1032979420104761/?type=3',b'https://www.facebook.com/Intelvision/posts/1032979420104761:0',2016-08-18 03:49:51,63,0,1,63,0,0,0,0,0
171955186207193_1032975890105114,,b'Timeline Photos',photo,b'https://www.facebook.com/Intelvision/photos/a.195551917180853.43188.171955186207193/1032975890105114/?type=3',b'https://www.facebook.com/Intelvision/posts/1032975890105114:0',2016-08-18 03:41:54,120,8,4,120,0,0,0,0,0
171955186207193_1032266350176068,,b'Timeline Photos',photo,b'https://www.facebook.com/Intelvision/photos/a.195551917180853.43188.171955186207193/1032266350176068/?type=3',b'https://www.facebook.com/Intelvision/posts/1032266350176068:0',2016-08-17 05:01:34,291,3,0,290,0,0,1,0,0
171955186207193_1031532356916134,b'Sunday 21st August 04:00am on INTV SPORTS 7 UFC 202.',b'Timeline Photos',photo,b'https://www.facebook.com/Intelvision/photos/a.195551917180853.43188.171955186207193/1031532356916134/?type=3',b'https://www.facebook.com/Intelvision/posts/1031532356916134:0',2016-08-16 04:05:00,45,1,0,44,1,0,0,0,0
